# Generated by: CFG Studio 2.0.380
# Generated on: 2023-09-29 01:00:57
# File format: GTASA object.dat
#
# Standard data:
compmedhos2_LAe 99999999.0 99999999.0 0.99 0.0001 50.0 99999999.0 0.1 21 4 1 0 2 1.0 1.0 1.0 explosion_crate
compmedhos3_LAe 99999999.0 99999999.0 0.99 0.0001 50.0 99999999.0 0.1 21 4 1 0 2 1.0 1.0 1.0 explosion_crate
compmedhos4_LAe 99999999.0 99999999.0 0.99 0.0001 50.0 99999999.0 0.1 21 4 1 0 2 1.0 1.0 1.0 explosion_crate
compmedhos5_LAe 99999999.0 99999999.0 0.99 0.0001 50.0 99999999.0 0.1 21 4 1 0 2 1.0 1.0 1.0 explosion_crate
pmedhos5_LAe 99999999.0 99999999.0 0.99 0.0001 50.0 99999999.0 0.1 21 4 1 0 2 1.0 1.0 1.0 explosion_crate
pmedhos4_LAe 99999999.0 99999999.0 0.99 0.0001 50.0 99999999.0 0.1 21 4 1 0 2 1.0 1.0 1.0 explosion_crate
pmedhos3_LAe 99999999.0 99999999.0 0.99 0.0001 50.0 99999999.0 0.1 21 4 1 0 2 1.0 1.0 1.0 explosion_crate
pmedhos1_LAe 99999999.0 99999999.0 0.99 0.0001 50.0 99999999.0 0.1 21 4 1 0 2 1.0 1.0 1.0 explosion_crate
pmedhos2_LAe 99999999.0 99999999.0 0.99 0.0001 50.0 99999999.0 0.1 21 4 1 0 2 1.0 1.0 1.0 explosion_crate
lastran1_LA01 99999999.0 99999999.0 0.99 0.0001 50.0 99999999.0 0.1 21 4 1 0 2 1.0 1.0 1.0 explosion_crate
lasdkrt1_LA01 99999999.0 99999999.0 0.99 0.0001 50.0 99999999.0 0.1 21 4 1 0 2 1.0 1.0 1.0 explosion_crate
lasntrk1 99999999.0 99999999.0 0.99 0.0001 50.0 99999999.0 0.1 21 4 1 0 2 1.0 1.0 1.0 explosion_crate
lasnfltrail 99999999.0 99999999.0 0.99 0.0001 50.0 99999999.0 0.1 21 4 1 0 2 1.0 1.0 1.0 explosion_crate
lasntrk2 99999999.0 99999999.0 0.99 0.0001 50.0 99999999.0 0.1 21 4 1 0 2 1.0 1.0 1.0 explosion_crate
lasntrk3 99999999.0 99999999.0 0.99 0.0001 50.0 99999999.0 0.1 21 4 1 0 2 1.0 1.0 1.0 explosion_crate
lasdkrt2 99999999.0 99999999.0 0.99 0.0001 50.0 99999999.0 0.1 21 4 1 0 2 1.0 1.0 1.0 explosion_crate
lasdkrt3 99999999.0 99999999.0 0.99 0.0001 50.0 99999999.0 0.1 21 4 1 0 2 1.0 1.0 1.0 explosion_crate
lasdkrt4 99999999.0 99999999.0 0.99 0.0001 50.0 99999999.0 0.1 21 4 1 0 0 1.0 1.0 1.0 explosion_crate
lasdkrtgrp1 99999999.0 99999999.0 0.99 0.0001 50.0 99999999.0 0.1 21 4 1 0 0 1.0 1.0 1.0 explosion_crate
lasdkrtgrp2 99999999.0 99999999.0 0.99 0.0001 50.0 99999999.0 0.1 21 4 1 0 0 1.0 1.0 1.0 explosion_crate
lasdkrt05 99999999.0 99999999.0 0.99 0.0001 50.0 99999999.0 0.1 21 4 1 0 0 1.0 1.0 1.0 explosion_crate
DockCrates2_LA 99999999.0 99999999.0 0.99 0.0001 50.0 99999999.0 0.1 21 4 1 0 0 1.0 1.0 1.0 explosion_crate
DockCrates1_LA 99999999.0 99999999.0 0.99 0.0001 50.0 99999999.0 0.1 21 4 1 0 0 1.0 1.0 1.0 explosion_crate
DockBarr1_LA 99999999.0 99999999.0 0.99 0.0001 50.0 99999999.0 0.1 21 4 1 0 0 1.0 1.0 1.0 explosion_crate
pbigho1_LAe 99999999.0 99999999.0 0.99 0.0001 50.0 99999999.0 0.1 21 4 1 0 0 1.0 1.0 1.0 explosion_crate
compbigho2_LAe 99999999.0 99999999.0 0.99 0.0001 50.0 99999999.0 0.1 21 4 1 0 0 1.0 1.0 1.0 explosion_crate
pbigho3_LAe 99999999.0 99999999.0 0.99 0.0001 50.0 99999999.0 0.1 21 4 1 0 0 1.0 1.0 1.0 explosion_crate
compmedhos1_LAe 99999999.0 99999999.0 0.99 0.0001 50.0 99999999.0 0.1 21 4 1 0 0 1.0 1.0 1.0 explosion_crate
compbigho3_LAe 99999999.0 99999999.0 0.99 0.0001 50.0 99999999.0 0.1 21 4 1 0 0 1.0 1.0 1.0 explosion_crate
compproj01_LA 99999999.0 99999999.0 0.99 0.0001 50.0 99999999.0 0.1 21 4 1 0 0 1.0 1.0 1.0 explosion_crate
lastran1_LA02 99999999.0 99999999.0 0.99 0.0001 50.0 99999999.0 0.1 21 4 1 0 0 1.0 1.0 1.0 explosion_crate
escl_LA 99999999.0 99999999.0 0.99 0.0001 50.0 99999999.0 0.1 21 4 1 0 0 1.0 1.0 1.0 explosion_crate
nwsnpedhus1_LAS 99999999.0 99999999.0 0.99 0.0001 50.0 99999999.0 0.1 21 4 1 0 0 1.0 1.0 1.0 explosion_crate
sanped_hse1_LAs 99999999.0 99999999.0 0.99 0.0001 50.0 99999999.0 0.1 21 4 1 0 2 1.0 1.0 1.0 explosion_crate
compfukhouse3 99999999.0 99999999.0 0.99 0.0001 50.0 99999999.0 0.1 21 4 1 0 2 1.0 1.0 1.0 explosion_crate
compfukhouse2 99999999.0 99999999.0 0.99 0.0001 50.0 99999999.0 0.1 21 4 1 0 2 1.0 1.0 1.0 explosion_crate
pfukhouse2 99999999.0 99999999.0 0.99 0.0001 50.0 99999999.0 0.1 21 4 1 0 2 1.0 1.0 1.0 explosion_crate
pfukhouse3 99999999.0 99999999.0 0.99 0.0001 50.0 99999999.0 0.1 21 4 1 0 2 1.0 1.0 1.0 explosion_crate
la_fuckcar2 99999999.0 99999999.0 0.99 0.0001 50.0 99999999.0 0.1 21 4 1 0 2 1.0 1.0 1.0 explosion_crate
la_fuckcar1 99999999.0 99999999.0 0.99 0.0001 50.0 99999999.0 0.1 21 4 1 0 0 1.0 1.0 1.0 explosion_crate
Dingbat01Aex_LA 99999999.0 99999999.0 0.99 0.0001 50.0 99999999.0 0.1 21 4 1 0 2 1.0 1.0 1.0 explosion_crate
Dingbat02Aex_LA 99999999.0 99999999.0 0.99 0.0001 50.0 99999999.0 0.1 21 4 1 0 2 1.0 1.0 1.0 explosion_crate
Dingbat01Bex_LA 99999999.0 99999999.0 0.99 0.0001 50.0 99999999.0 0.1 21 4 1 0 2 1.0 1.0 1.0 explosion_crate
hillhouse01_LA 99999999.0 99999999.0 0.99 0.0001 50.0 99999999.0 0.1 21 4 1 0 0 1.0 1.0 1.0 explosion_crate
hillhouse02_LA 99999999.0 99999999.0 0.99 0.0001 50.0 99999999.0 0.1 21 4 1 0 0 1.0 1.0 1.0 explosion_crate
hillhouse06_LA 99999999.0 99999999.0 0.99 0.0001 50.0 99999999.0 0.1 21 4 1 0 0 1.0 1.0 1.0 explosion_crate
hillhouse04_LA 99999999.0 99999999.0 0.99 0.0001 50.0 99999999.0 0.1 21 4 1 0 0 1.0 1.0 1.0 explosion_crate
hillhouse05_LA 99999999.0 99999999.0 0.99 0.0001 50.0 99999999.0 0.1 21 4 1 0 0 1.0 1.0 1.0 explosion_crate
bevman_LAW2 99999999.0 99999999.0 0.99 0.0001 50.0 99999999.0 0.1 21 4 1 0 0 1.0 1.0 1.0 explosion_crate
bevmangar_LAW2 99999999.0 99999999.0 0.99 0.0001 50.0 99999999.0 0.1 21 4 1 0 0 1.0 1.0 1.0 explosion_crate
bevman3_LAW2 99999999.0 99999999.0 0.99 0.0001 50.0 99999999.0 0.1 21 4 1 0 0 1.0 1.0 1.0 explosion_crate
bevbrkhus1 99999999.0 99999999.0 0.99 0.0001 50.0 99999999.0 0.1 21 4 1 0 0 1.0 1.0 1.0 explosion_crate
bevman2_LAW2 99999999.0 99999999.0 0.99 0.0001 50.0 99999999.0 0.1 21 4 1 0 0 1.0 1.0 1.0 explosion_crate
hillhouse08_LA 99999999.0 99999999.0 0.99 0.0001 50.0 99999999.0 0.1 21 4 1 0 0 1.0 1.0 1.0 explosion_crate
hillhouse13_LA 99999999.0 99999999.0 0.99 0.0001 50.0 99999999.0 0.1 21 4 1 0 0 1.0 1.0 1.0 explosion_crate
hillhouse12_LA 99999999.0 99999999.0 0.99 0.0001 50.0 99999999.0 0.1 21 4 1 0 0 1.0 1.0 1.0 explosion_crate
hillhouse10_LA 99999999.0 99999999.0 0.99 0.0001 50.0 99999999.0 0.1 21 4 1 0 0 1.0 1.0 1.0 explosion_crate
hillhouse09_LA 99999999.0 99999999.0 0.99 0.0001 50.0 99999999.0 0.1 21 4 1 0 2 1.0 1.0 1.0 explosion_crate
sanmonbhut1_LAW2 99999999.0 99999999.0 0.99 0.0001 50.0 99999999.0 0.1 21 4 1 0 2 1.0 1.0 1.0 explosion_crate
midranhus2_LAS 99999999.0 99999999.0 0.99 0.0001 50.0 99999999.0 0.1 21 4 1 0 2 1.0 1.0 1.0 explosion_crate
midranhus_LAS 99999999.0 99999999.0 0.99 0.0001 50.0 99999999.0 0.1 21 4 1 0 2 1.0 1.0 1.0 explosion_crate
nwlaw2husjm3_Law2 99999999.0 99999999.0 0.99 0.0001 50.0 99999999.0 0.1 21 4 1 0 2 1.0 1.0 1.0 explosion_crate
nwlaw2husjm4_Law2 99999999.0 99999999.0 0.99 0.0001 50.0 99999999.0 0.1 21 4 1 0 2 1.0 1.0 1.0 explosion_crate
redockrane_LAS 99999999.0 99999999.0 0.99 0.0001 50.0 99999999.0 0.1 21 4 1 0 2 1.0 1.0 1.0 explosion_crate
rbigcrate_LAS 99999999.0 99999999.0 0.99 0.0001 50.0 99999999.0 0.1 21 4 1 0 2 1.0 1.0 1.0 explosion_crate
rdwarhus 99999999.0 99999999.0 0.99 0.0001 50.0 99999999.0 0.1 21 4 1 0 2 1.0 1.0 1.0 explosion_crate
rdwarhus2 99999999.0 99999999.0 0.99 0.0001 50.0 99999999.0 0.1 21 4 1 0 2 1.0 1.0 1.0 explosion_crate
nwwarhus 99999999.0 99999999.0 0.99 0.0001 50.0 99999999.0 0.1 21 4 1 0 2 1.0 1.0 1.0 explosion_crate
crgostntrmp 99999999.0 99999999.0 0.99 0.0001 50.0 99999999.0 0.1 21 4 1 0 2 1.0 1.0 1.0 explosion_crate
dckwrkhut 99999999.0 99999999.0 0.99 0.0001 50.0 99999999.0 0.1 21 4 1 0 2 1.0 1.0 1.0 explosion_crate
dckcanpy 99999999.0 99999999.0 0.99 0.0001 50.0 99999999.0 0.1 21 4 1 0 2 1.0 1.0 1.0 explosion_crate
smallprosjmt_LAS 99999999.0 99999999.0 0.99 0.0001 50.0 99999999.0 0.1 21 4 1 0 2 1.0 1.0 1.0 explosion_crate
arhang_LAS 99999999.0 99999999.0 0.99 0.0001 50.0 99999999.0 0.1 21 4 1 0 2 1.0 1.0 1.0 explosion_crate
crdboxes2_LAs 99999999.0 99999999.0 0.99 0.0001 50.0 99999999.0 0.1 21 4 1 0 2 1.0 1.0 1.0 explosion_crate
oilcrat_LAS 99999999.0 99999999.0 0.99 0.0001 50.0 99999999.0 0.1 21 4 1 0 2 1.0 1.0 1.0 explosion_crate
imoildrum_LAS 99999999.0 99999999.0 0.99 0.0001 50.0 99999999.0 0.1 21 4 1 0 2 1.0 1.0 1.0 explosion_crate
imoildrum4_LAS 99999999.0 99999999.0 0.99 0.0001 50.0 99999999.0 0.1 21 4 1 0 2 1.0 1.0 1.0 explosion_crate
nwccumphus1_LAS 99999999.0 99999999.0 0.99 0.0001 50.0 99999999.0 0.1 21 4 1 0 2 1.0 1.0 1.0 explosion_crate
nwccumphus2_LAS 99999999.0 99999999.0 0.99 0.0001 50.0 99999999.0 0.1 21 4 1 0 2 1.0 1.0 1.0 explosion_crate
indust1las_LAS 99999999.0 99999999.0 0.99 0.0001 50.0 99999999.0 0.1 21 4 1 0 2 1.0 1.0 1.0 explosion_crate
indust1las2_LAS 99999999.0 99999999.0 0.99 0.0001 50.0 99999999.0 0.1 21 4 1 0 2 1.0 1.0 1.0 explosion_crate
elecstionv_LAS 99999999.0 99999999.0 0.99 0.0001 50.0 99999999.0 0.1 21 4 1 0 2 1.0 1.0 1.0 explosion_crate
GlenPHouse01_LAx 99999999.0 99999999.0 0.99 0.0001 50.0 99999999.0 0.1 21 4 1 0 2 1.0 1.0 1.0 explosion_crate
GlenPHouse02_LAx 99999999.0 99999999.0 0.99 0.0001 50.0 99999999.0 0.1 21 4 1 0 2 1.0 1.0 1.0 explosion_crate
GlenPHouse04_LAx 99999999.0 99999999.0 0.99 0.0001 50.0 99999999.0 0.1 21 4 1 0 2 1.0 1.0 1.0 explosion_crate
GlenPHouse03_LAx 99999999.0 99999999.0 0.99 0.0001 50.0 99999999.0 0.1 21 4 1 0 2 1.0 1.0 1.0 explosion_crate
LA_chem_piping 99999999.0 99999999.0 0.99 0.0001 50.0 99999999.0 0.1 21 4 1 0 2 1.0 1.0 1.0 explosion_crate
idlebuild01_LAx 99999999.0 99999999.0 0.99 0.0001 50.0 99999999.0 0.1 21 4 1 0 2 1.0 1.0 1.0 explosion_crate
ebuild01_LAx 99999999.0 99999999.0 0.99 0.0001 50.0 99999999.0 0.1 21 4 1 0 2 1.0 1.0 1.0 explosion_crate
ganghous05_LAx 99999999.0 99999999.0 0.99 0.0001 50.0 99999999.0 0.1 21 4 1 0 2 1.0 1.0 1.0 explosion_crate
ganghous02_LAx 99999999.0 99999999.0 0.99 0.0001 50.0 99999999.0 0.1 21 4 1 0 2 1.0 1.0 1.0 explosion_crate
ganghous02_LAx 99999999.0 99999999.0 0.99 0.0001 50.0 99999999.0 0.1 21 4 1 0 2 1.0 1.0 1.0 explosion_crate
ganghous01_LAx 99999999.0 99999999.0 0.99 0.0001 50.0 99999999.0 0.1 21 4 1 0 0 1.0 1.0 1.0 explosion_crate
ganghous04_LAx 99999999.0 99999999.0 0.99 0.0001 50.0 99999999.0 0.1 21 4 1 0 0 1.0 1.0 1.0 explosion_crate
ganghous04_LAx 99999999.0 99999999.0 0.99 0.0001 50.0 99999999.0 0.1 21 4 1 0 0 1.0 1.0 1.0 explosion_crate
1BchAptA1_LAx 99999999.0 99999999.0 0.99 0.0001 50.0 99999999.0 0.1 21 4 1 0 0 1.0 1.0 1.0 explosion_crate
BeachApartA1_LAx 99999999.0 99999999.0 0.99 0.0001 50.0 99999999.0 0.1 21 4 1 0 0 1.0 1.0 1.0 explosion_crate
ganghous01_LAx 99999999.0 99999999.0 0.99 0.0001 50.0 99999999.0 0.1 21 4 1 0 0 1.0 1.0 1.0 explosion_crate
ganghous03_LAx 99999999.0 99999999.0 0.99 0.0001 50.0 99999999.0 0.1 21 4 1 0 0 1.0 1.0 1.0 explosion_crate
ganghous03_LAx 99999999.0 99999999.0 0.99 0.0001 50.0 99999999.0 0.1 21 4 1 0 0 1.0 1.0 1.0 explosion_crate
airseata_LAS 99999999.0 99999999.0 0.99 0.0001 50.0 99999999.0 0.1 21 4 1 0 0 1.0 1.0 1.0 explosion_crate
airlastrola_LAS 99999999.0 99999999.0 0.99 0.0001 50.0 99999999.0 0.1 21 4 1 0 0 1.0 1.0 1.0 explosion_crate
airfinfoa_LAS 99999999.0 99999999.0 0.99 0.0001 50.0 99999999.0 0.1 21 4 1 0 0 1.0 1.0 1.0 explosion_crate
lasairfbed_LAS 99999999.0 99999999.0 0.99 0.0001 50.0 99999999.0 0.1 21 4 1 0 0 1.0 1.0 1.0 explosion_crate
projects01_LAx 99999999.0 99999999.0 0.99 0.0001 50.0 99999999.0 0.1 21 4 1 0 0 1.0 1.0 1.0 explosion_crate
jects01_LAx 99999999.0 99999999.0 0.99 0.0001 50.0 99999999.0 0.1 21 4 1 0 0 1.0 1.0 1.0 explosion_crate
lasstepsa_LAS 99999999.0 99999999.0 0.99 0.0001 50.0 99999999.0 0.1 21 4 1 0 0 1.0 1.0 1.0 explosion_crate
lasblastde_LAS 99999999.0 99999999.0 0.99 0.0001 50.0 99999999.0 0.1 21 4 1 0 0 1.0 1.0 1.0 explosion_crate
airyelrm_LAS 99999999.0 99999999.0 0.99 0.0001 50.0 99999999.0 0.1 21 4 1 0 0 1.0 1.0 1.0 explosion_crate
