# Generated by: CFG Studio 2.0.380
# Generated on: 2023-09-02 23:01:52
# File format: GTASA water.dat
processed
-2992.0 1184.0 0.00000 1.0 1.0 0.01 0.000001 -2832.0 1184.0 0.00000 1.0 1.0 0.01 0.000001 -2992.0 2112.0 0.00000 1.0 1.0 0.01 0.00001 -2832.0 2112.0 0.00000 1.0 1.0 0.01 0.000001 1
-2832.0 1296.0 0.00000 2.0 2.0 0.02 0.000001 -2704.0 1296.0 0.00000 2.0 2.0 0.02 0.000001 -2832.0 2192.0 0.00000 2.0 2.0 0.02 0.00001 -2704.0 2192.0 0.00000 2.0 2.0 0.02 0.000001 1
-2704.0 1360.0 0.00000 3.0 3.0 0.03 0.000001 -2240.0 1360.0 0.00000 3.0 3.0 0.03 0.000001 -2704.0 2224.0 0.00000 3.0 3.0 0.03 0.00001 -2240.0 2224.0 0.00000 3.0 3.0 0.03 0.000001 1
-2240.0 1440.0 0.00000 4.0 4.0 0.04 0.000001 -2000.0 1440.0 0.00000 4.0 4.0 0.04 0.000001 -2240.0 2224.0 0.00000 4.0 4.0 0.04 0.00001 -2000.0 2224.0 0.00000 4.0 4.0 0.04 0.000001 1
-2064.0 1312.0 0.00000 5.0 5.0 0.05 0.000001 -2000.0 1312.0 0.00000 5.0 5.0 0.05 0.000001 -2064.0 1440.0 0.00000 5.0 5.0 0.05 0.00001 -2000.0 1440.0 0.00000 5.0 5.0 0.05 0.000001 1
-2000.0 1392.0 0.00000 6.0 6.0 0.06 0.000001 -1712.0 1392.0 0.00000 6.0 6.0 0.06 0.000001 -2000.0 1792.0 0.00000 6.0 6.0 0.06 0.00001 -1712.0 1792.0 0.00000 6.0 6.0 0.06 0.000001 1
-2000.0 1792.0 0.00000 7.0 7.0 0.07 0.000001 -1760.0 1792.0 0.00000 7.0 7.0 0.07 0.000001 -2000.0 2016.0 0.00000 7.0 7.0 0.07 0.00001 -1760.0 2016.0 0.00000 7.0 7.0 0.07 0.000001 1
-2000.0 2016.0 0.00000 8.0 8.0 0.08 0.000001 -1856.0 2016.0 0.00000 8.0 8.0 0.08 0.000001 -2000.0 2176.0 0.00000 8.0 8.0 0.08 0.00001 -1856.0 2176.0 0.00000 8.0 8.0 0.08 0.000001 1
-2000.0 2176.0 0.00000 9.0 9.0 0.09 0.000001 -1920.0 2176.0 0.00000 9.0 9.0 0.09 0.000001 -2000.0 2224.0 0.00000 9.0 9.0 0.09 0.00001 -1920.0 2224.0 0.00000 9.0 9.0 0.09 0.000001 1
-2208.0 2224.0 0.00000 10.0 10.0 0.10 0.000001 -2000.0 2224.0 0.00000 10.0 10.0 0.10 0.000001 -2208.0 2432.0 0.00000 10.0 10.0 0.10 0.00001 -2000.0 2432.0 0.00000 10.0 10.0 0.10 0.000001 1
-2208.0 2432.0 0.00000 1.0 1.0 0.11 0.000001 -2000.0 2432.0 0.00000 1.0 1.0 0.11 0.000001 -2208.0 2560.0 0.00000 1.0 1.0 0.11 0.00001 -2000.0 2560.0 0.00000 1.0 1.0 0.11 0.000001 1
-2352.0 2448.0 0.00000 2.0 2.0 0.13 0.000001 -2208.0 2448.0 0.00000 2.0 2.0 0.13 0.000001 -2352.0 2560.0 0.00000 2.0 2.0 0.13 0.00001 -2208.0 2560.0 0.00000 2.0 2.0 0.13 0.000001 1
-2304.0 2352.0 0.00000 3.0 3.0 0.14 0.000001 -2208.0 2352.0 0.00000 3.0 3.0 0.14 0.000001 -2304.0 2448.0 0.00000 3.0 3.0 0.14 0.00001 -2208.0 2448.0 0.00000 3.0 3.0 0.14 0.000001 1
-1712.0 1360.0 0.00000 4.0 4.0 0.15 0.000001 -1600.0 1360.0 0.00000 4.0 4.0 0.15 0.000001 -1712.0 1792.0 0.00000 4.0 4.0 0.15 0.00001 -1600.0 1792.0 0.00000 4.0 4.0 0.15 0.000001 1
-1664.0 1280.0 0.00000 5.0 5.0 0.16 0.000001 -1600.0 1280.0 0.00000 5.0 5.0 0.16 0.000001 -1664.0 1360.0 0.00000 5.0 5.0 0.16 0.00001 -1600.0 1360.0 0.00000 5.0 5.0 0.16 0.000001 1
-1600.0 1280.0 0.00000 6.0 6.0 0.17 0.000001 -1440.0 1280.0 0.00000 6.0 6.0 0.17 0.000001 -1600.0 1696.0 0.00000 6.0 6.0 0.17 0.00001 -1440.0 1696.0 0.00000 6.0 6.0 0.17 0.000001 1
-1600.0 1696.0 0.00000 7.0 7.0 0.18 0.000001 -1536.0 1696.0 0.00000 7.0 7.0 0.18 0.000001 -1600.0 1728.0 0.00000 7.0 7.0 0.18 0.00001 -1536.0 1728.0 0.00000 7.0 7.0 0.18 0.000001 1
-1440.0 1440.0 0.00000 8.0 8.0 0.19 0.000001 -1232.0 1440.0 0.00000 8.0 8.0 0.19 0.000001 -1440.0 1680.0 0.00000 8.0 8.0 0.19 0.00001 -1232.0 1680.0 0.00000 8.0 8.0 0.19 0.000001 1
-1232.0 1440.0 0.00000 9.0 9.0 0.21 0.000001 -1136.0 1440.0 0.00000 9.0 9.0 0.21 0.000001 -1232.0 1616.0 0.00000 9.0 9.0 0.21 0.00001 -1136.0 1616.0 0.00000 9.0 9.0 0.21 0.000001 1
-1440.0 1280.0 0.00000 10.0 10.0 0.22 0.000001 -1136.0 1280.0 0.00000 10.0 10.0 0.22 0.000001 -1440.0 1440.0 0.00000 10.0 10.0 0.22 0.00001 -1136.0 1440.0 0.00000 10.0 10.0 0.22 0.000001 1
-1136.0 1248.0 0.00000 1.0 1.0 0.23 0.000001 -1104.0 1248.0 0.00000 1.0 1.0 0.23 0.000001 -1136.0 1424.0 0.00000 1.0 1.0 0.23 0.00001 -1104.0 1424.0 0.00000 1.0 1.0 0.23 0.000001 1
-1520.0 1104.0 0.00000 2.0 2.0 0.24 0.000001 -1104.0 1104.0 0.00000 2.0 2.0 0.24 0.000001 -1520.0 1248.0 0.00000 2.0 2.0 0.24 0.00001 -1104.0 1248.0 0.00000 2.0 2.0 0.24 0.000001 1
-1520.0 1248.0 0.00000 3.0 3.0 0.25 0.000001 -1136.0 1248.0 0.00000 3.0 3.0 0.25 0.000001 -1520.0 1280.0 0.00000 3.0 3.0 0.25 0.00001 -1136.0 1280.0 0.00000 3.0 3.0 0.25 0.000001 1
-1600.0 1200.0 0.00000 4.0 4.0 0.26 0.000001 -1520.0 1200.0 0.00000 4.0 4.0 0.26 0.000001 -1600.0 1280.0 0.00000 4.0 4.0 0.26 0.00001 -1520.0 1280.0 0.00000 4.0 4.0 0.26 0.000001 1
-1104.0 944.0 0.00000 5.0 5.0 0.27 0.000001 -960.0 944.0 0.00000 5.0 5.0 0.27 0.000001 -1104.0 1136.0 0.00000 5.0 5.0 0.27 0.00001 -960.0 1136.0 0.00000 5.0 5.0 0.27 0.000001 1
