// Fore each type of zone (Business, Countryside etc) we have a that controls the ped densities.
// There is a set of values for each time of the day in 2 hour increments (midnight, 2am, 4 am etc)
// There are 2 sets of values: Weekday & Weekend.
// #Peds is the maximum number of peds you can ever have.
// #Cars is the maximum number of cars you can ever have.

// 4 Values for Dealers Gang Cops Other. These are percentages and are used to take the
// number of Dealers, gang members etc down during certain times of the day.
// These numbers do not add up to anything. If they are all 100% you would get the full #Peds.

// A number of values for the different types of peds that are not Dealers, Gang members or cops.
// This is what is specified as 'Other' in the first 4 values.
// This number should add up to 100%. If it doesn't the game will scale it to 100% and print a warning.

////////////////////////////////////////////////////////////////////////////////////////
// BUSINESS
////////////////////////////////////////////////////////////////////////////////////////
// Weekday
//
// #Peds #Cars Dealers Gang Cops Other     Workers Business Clubbers Farmers BeachFolk Parkfolk Casual_Rich Casual_Average Casual_Poor Prozzies Crimimals Golfers Servants Aircrew Entertainers oot_fact Desertfolk Aircrew_runway
    2     4     50      100 100  100        0        0       15       0       0       0         0            0               35         0        5      0       0         0       0            0      0         0   // Midnight
    2     4     50      100 100  100        0        0       15       0       0       0         0            0               35         0        5      0       0         0       0            0      0         0  // 2am
    2    6     50      100 100  100        0        0       15       0       0       0         0            0               35         0        5      0       0         0       0            0      0         0 // 4am
    5    12     50      100 100  100        0       80       0        0       0       0         0            20              0          0         0       0       0         0       0            0      0         0 // 6am
   20    18     50      70  100  100        0       80       0        0       0       0         0            20              0          0         0       0       0         0       0            0      0         0 // 8am
   15    14     20       70  100  100        0       80       0        0       0       0         0            20              0          0         0       0       0         0       0            0      0         0 // 10am
   20    18     20       70  100  100        0       80       0        0       0       0         0            20              0          0         0       0       0         0       0            0      0         0 // noon
   15    14     20       70  100  100        0       60       0        0       0       0         0            20              0          0         0       0       0         0       0            0      0         0 // 2pm
   15    14     20       70  100  100        0       60       0        0       0       0         0            20              0          0         0       0       0         0       0            0      0         0 // 4pm
   20    18     20       70  100  100        0       80       0        0       0       0         0            20              0          0         0       0       0         0       0            0      0         0 // 6pm
   5    6     20       100 100  100        0       80       0        0       0       0         0            20              0          0         0       0       0         0       0            0      0         0 // 8pm
    2    6     50      100 100  100        0       0        15       0       0       0         0            0               35         0        5      0       0         0       0            0      0         0 // 10pm
////////////////////////////////////////////////////////////////////////////////////////
// Weekend
//
// #Peds #Cars Dealers Gang Cops Other     Workers Business Clubbers Farmers BeachFolk Parkfolk Casual_Rich Casual_Average Casual_Poor Prozzies Crimimals Golfers Servants Aircrew Entertainers oot_fact Desertfolk Aircrew_runway
    2     4     50     100  100  100        0       0        15       0       0       0        0            0                35       0       5       0       0         0       0            0      0           0          // Midnight
    2     4     50     100  100  100        0       0        15       0       0       0        0            0                35       0       5       0       0         0       0            0      0           0           // 2am
    3    12     50     100  100  100        0       0        15       0       0       0        0            0                35       0       5       0       0         0       0            0      0           0           // 4am
    5    12     50     100  100  100        0       80       0        0       0       0        0            20               0        0         0       0       0         0       0            0      0           0          // 6am
   10    15     20      70  100  100        0       80       0        0       0       0        0            20               0        0         0       0       0         0       0            0      0           0           // 8am
   10    12     20      70  100  100        0       80       0        0       0       0        0            20               0        0         0       0       0         0       0            0      0           0           // 10am
   10    15     20      70  100  100        0       80       0        0       0       0        0            20               0        0         0       0       0         0       0            0      0           0           // noon
   10    12     20      70  100  100        0       80       0        0       0       0        0            20               0        0         0       0       0         0       0            0      0           0           // 2pm
   10    12     20      70  100  100        0       80       0        0       0       0        0            20               0        0         0       0       0         0       0            0      0           0           // 4pm
   10    15     20      70  100  100        0       80       0        0       0       0        0            20               0        0         0       0       0         0       0            0      0           0           // 6pm
    3    6     20      100  100  100        0       80       0        0       0       0        0            20               0        0         0       0       0         0       0            0      0           0           // 8pm
    2    6     50     100  100  100        0        0       15       0       0       0        0            0                35       0       5       0       0         0       0            0      0           0           // 10pm

////////////////////////////////////////////////////////////////////////////////////////
// DESERT
////////////////////////////////////////////////////////////////////////////////////////
// Weekday
//
// #Peds #Cars Dealers Gang Cops Other     Workers Business Clubbers Farmers BeachFolk Parkfolk Casual_Rich Casual_Average Casual_Poor Prozzies Crimimals Golfers Servants Aircrew Entertainers oot_fact Desertfolk Aircrew_runway
   2     3       0       0  100  100        15      0        0        0       0         0        0            0               0           0         0       0       0         0       0             0     100          0          // Midnight
   2     3       0       0  100  100        15      0        0        0       0         0        0            0               0           0         0       0       0         0       0             0     100          0          // 2am
   2     3       0       0  100  100        15      0        0        0       0         0        0            0               0           0         0       0       0         0       0             0     100          0          // 4am
   4     6       0       0  100  100        15      0        0        0       0         0        0            0               0           0         0       0       0         0       0             0     100          0           // 6am
   6     6       0       0  100  100        15      0        0        0       0         0        0            0               0           0         0       0       0         0       0             0     100          0           // 8am
   6     6       0       0  100  100        15      0        0        0       0         0        0            0               0           0         0       0       0         0       0             0     100          0           // 10am
   6     6       0       0  100  100        15      0        0        0       0         0        0            0               0           0         0       0       0         0       0             0     100          0           // noon
   6     6       0       0  100  100        15      0        0        0       0         0        0            0               0           0         0       0       0         0       0             0     100          0           // 2pm
   6     6       0       0  100  100        15      0        0        0       0         0        0            0               0           0         0       0       0         0       0             0     100          0           // 4pm
   4     6       0       0  100  100        15      0        0        0       0         0        0            0               0           0         0       0       0         0       0             0     100          0           // 6pm
   2     3       0       0  100  100        15      0        0        0       0         0        0            0               0           0         0       0       0         0       0             0     100          0           // 8pm
   2     3       0       0  100  100        15      0        0        0       0         0        0            0               0           0         0       0       0         0       0             0     100          0          // 10pm
////////////////////////////////////////////////////////////////////////////////////////
// Weekend
//
// #Peds #Cars Dealers Gang Cops Other     Workers Business Clubbers Farmers BeachFolk Parkfolk Casual_Rich Casual_Average Casual_Poor Prozzies Crimimals Golfers Servants Aircrew Entertainers oot_fact Desertfolk Aircrew_runway
   2     3       0       0  100  100        0       0        0        0       0         0        0           0               0            0         0       0       0         0       0             0     100          0         // Midnight
   2     3       0       0  100  100        0       0        0        0       0         0        0           0               0            0         0       0       0         0       0             0     100          0         // 2am
   2     3       0       0  100  100        0       0        0        0       0         0        0           0               0            0         0       0       0         0       0             0     100          0         // 4am
   4     6       0       0  100  100        0       0        0        0       0         0        0           0               0            0         0       0       0         0       0             0     100          0          // 6am
   4     6       0       0  100  100        0       0        0        0       0         0        0           0               0            0         0       0       0         0       0             0     100          0          // 8am
   6     6       0       0  100  100        0       0        0        0       0         0        0           0               0            0         0       0       0         0       0             0     100          0          // 10am
   6     6       0       0  100  100        0       0        0        0       0         0        0           0               0            0         0       0       0         0       0             0     100          0          // noon
   6     6       0       0  100  100        0       0        0        0       0         0        0           0               0            0         0       0       0         0       0             0     100          0          // 2pm
   6     6       0       0  100  100        0       0        0        0       0         0        0           0               0            0         0       0       0         0       0             0     100          0          // 4pm
   4     6       0       0  100  100        0       0        0        0       0         0        0           0               0            0         0       0       0         0       0             0     100          0          // 6pm
