# Generated by: CFG Studio 2.0.380
# Generated on: 2022-07-03 19:57:36
# File format: GTASA water.dat
processed
-1584.0 -1826.0 0.00000 0.0001 0.0001 0.01 0.05 -1360.0 -1826.0 0.00000 0.0001 0.0001 0.01 0.05 -1584.0 -1642.0 0.00000 0.0001 0.0001 0.05 0.01 -1360.0 -1642.0 0.00000 0.0001 0.0001 0.01 0.05 1
-3000.0 354.0 0.00000 0.0001 0.0001 0.05 0.10 -2832.0 354.0 0.00000 0.0001 0.0001 0.05 0.10 -3000.0 2942.0 0.00000 0.0001 0.0001 0.05 0.10 -2832.0 2942.0 0.00000 0.0001 0.0001 0.05 0.10 1
-2832.0 1296.0 0.00000 0.0001 0.0001 0.09 0.15 -2704.0 1296.0 0.00000 0.0001 0.0001 0.09 0.15 -2832.0 2192.0 0.00000 0.0001 0.0001 0.09 0.15 -2704.0 2192.0 0.00000 0.0001 0.0001 0.09 0.15 1
-2704.0 1360.0 0.00000 0.0001 0.0001 0.13 0.20 -2240.0 1360.0 0.00000 0.0001 0.0001 0.13 0.20 -2704.0 2224.0 0.00000 0.0001 0.0001 0.13 0.20 -2240.0 2224.0 0.00000 0.0001 0.0001 0.13 0.20 1
-2240.0 1432.0 0.00000 0.0001 0.0001 0.17 0.25 -2000.0 1432.0 0.00000 0.0001 0.0001 0.17 0.25 -2240.0 2224.0 0.00000 0.0001 0.0001 0.17 0.25 -2000.0 2224.0 0.00000 0.0001 0.0001 0.17 0.25 1
-2064.0 1312.0 0.00000 0.0001 0.0001 0.21 0.30 -2000.0 1312.0 0.00000 0.0001 0.0001 0.21 0.30 -2064.0 1432.0 0.00000 0.0001 0.0001 0.21 0.30 -2000.0 1432.0 0.00000 0.0001 0.0001 0.21 0.30 1
-2000.0 1392.0 0.00000 0.0001 0.0001 0.24 0.35 -1712.0 1392.0 0.00000 0.0001 0.0001 0.24 0.35 -2000.0 1792.0 0.00000 0.0001 0.0001 0.24 0.35 -1712.0 1792.0 0.00000 0.0001 0.0001 0.24 0.35 1
-2000.0 1792.0 0.00000 0.0001 0.0001 0.28 0.40 -1724.0 1792.0 0.00000 0.0001 0.0001 0.28 0.40 -2000.0 2016.0 0.00000 0.0001 0.0001 0.28 0.40 -1724.0 2016.0 0.00000 0.0001 0.0001 0.28 0.40 1
-2000.0 2016.0 0.00000 0.0001 0.0001 0.32 0.45 -1836.0 2016.0 0.00000 0.0001 0.0001 0.32 0.45 -2000.0 2176.0 0.00000 0.0001 0.0001 0.32 0.45 -1836.0 2176.0 0.00000 0.0001 0.0001 0.32 0.45 1
-2000.0 2176.0 0.00000 0.0001 0.0001 0.36 0.50 -1920.0 2176.0 0.00000 0.0001 0.0001 0.36 0.50 -2000.0 2224.0 0.00000 0.0001 0.0001 0.36 0.50 -1920.0 2224.0 0.00000 0.0001 0.0001 0.36 0.50 1
-2208.0 2224.0 0.00000 0.0001 0.0001 0.40 0.55 -2000.0 2224.0 0.00000 0.0001 0.0001 0.40 0.55 -2208.0 2432.0 0.00000 0.0001 0.0001 0.40 0.55 -2000.0 2432.0 0.00000 0.0001 0.0001 0.40 0.55 1
-2208.0 2432.0 0.00000 0.0001 0.0001 0.44 0.60 -2000.0 2432.0 0.00000 0.0001 0.0001 0.44 0.60 -2208.0 2576.0 0.00000 0.0001 0.0001 0.44 0.60 -2000.0 2576.0 0.00000 0.0001 0.0001 0.44 0.60 1
-2352.0 2448.0 0.00000 0.0001 0.0001 0.48 0.65 -2208.0 2448.0 0.00000 0.0001 0.0001 0.48 0.65 -2352.0 2576.0 0.00000 0.0001 0.0001 0.48 0.65 -2208.0 2576.0 0.00000 0.0001 0.0001 0.48 0.65 1
-2312.0 2344.0 0.00000 0.0001 0.0001 0.52 0.70 -2208.0 2344.0 0.00000 0.0001 0.0001 0.52 0.70 -2312.0 2448.0 0.00000 0.0001 0.0001 0.52 0.70 -2208.0 2448.0 0.00000 0.0001 0.0001 0.52 0.70 1
-1712.0 1360.0 0.00000 0.0001 0.0001 0.56 0.75 -1600.0 1360.0 0.00000 0.0001 0.0001 0.56 0.75 -1712.0 1792.0 0.00000 0.0001 0.0001 0.56 0.75 -1600.0 1792.0 0.00000 0.0001 0.0001 0.56 0.75 1
-1664.0 1280.0 0.00000 0.0001 0.0001 0.60 0.80 -1600.0 1280.0 0.00000 0.0001 0.0001 0.60 0.80 -1664.0 1360.0 0.00000 0.0001 0.0001 0.60 0.80 -1600.0 1360.0 0.00000 0.0001 0.0001 0.60 0.80 1
-1600.0 1280.0 0.00000 0.0001 0.0001 0.64 0.85 -1440.0 1280.0 0.00000 0.0001 0.0001 0.64 0.85 -1600.0 1696.0 0.00000 0.0001 0.0001 0.64 0.85 -1440.0 1696.0 0.00000 0.0001 0.0001 0.64 0.85 1
-1600.0 1696.0 0.00000 0.0001 0.0001 0.68 0.90 -1488.0 1696.0 0.00000 0.0001 0.0001 0.68 0.90 -1600.0 1744.0 0.00000 0.0001 0.0001 0.68 0.90 -1488.0 1744.0 0.00000 0.0001 0.0001 0.68 0.90 1
-1440.0 1440.0 0.00000 0.0001 0.0001 0.72 0.95 -1232.0 1440.0 0.00000 0.0001 0.0001 0.72 0.95 -1440.0 1696.0 0.00000 0.0001 0.0001 0.72 0.95 -1232.0 1696.0 0.00000 0.0001 0.0001 0.72 0.95 1
-1232.0 1440.0 0.00000 0.0001 0.0001 0.76 1.00 -1136.0 1440.0 0.00000 0.0001 0.0001 0.76 1.00 -1232.0 1616.0 0.00000 0.0001 0.0001 0.76 1.00 -1136.0 1616.0 0.00000 0.0001 0.0001 0.76 1.00 1
-1440.0 1280.0 0.00000 0.0001 0.0001 0.80 1.05 -1136.0 1280.0 0.00000 0.0001 0.0001 0.80 1.05 -1440.0 1440.0 0.00000 0.0001 0.0001 0.80 1.05 -1136.0 1440.0 0.00000 0.0001 0.0001 0.80 1.05 1
-1136.0 1248.0 0.00000 0.0001 0.0001 0.84 0.05 -1104.0 1248.0 0.00000 0.0001 0.0001 0.84 0.05 -1136.0 1424.0 0.00000 0.0001 0.0001 0.84 0.05 -1104.0 1424.0 0.00000 0.0001 0.0001 0.84 0.05 1
-1520.0 1104.0 0.00000 0.0001 0.0001 0.88 0.10 -1104.0 1104.0 0.00000 0.0001 0.0001 0.88 0.10 -1520.0 1248.0 0.00000 0.0001 0.0001 0.88 0.10 -1104.0 1248.0 0.00000 0.0001 0.0001 0.88 0.10 1
-1520.0 1248.0 0.00000 0.0001 0.0001 0.92 0.15 -1136.0 1248.0 0.00000 0.0001 0.0001 0.92 0.15 -1520.0 1280.0 0.00000 0.0001 0.0001 0.92 0.15 -1136.0 1280.0 0.00000 0.0001 0.0001 0.92 0.15 1
-1600.0 1200.0 0.00000 0.0001 0.0001 0.96 0.20 -1520.0 1200.0 0.00000 0.0001 0.0001 0.96 0.20 -1600.0 1280.0 0.00000 0.0001 0.0001 0.96 0.20 -1520.0 1280.0 0.00000 0.0001 0.0001 0.96 0.20 1
-1104.0 944.0 0.00000 0.0001 0.0001 1.00 0.25 -932.0 944.0 0.00000 0.0001 0.0001 1.00 0.25 -1104.0 1136.0 0.00000 0.0001 0.0001 1.00 0.25 -932.0 1136.0 0.00000 0.0001 0.0001 1.00 0.25 1
-1424.0 944.0 0.00000 0.0001 0.0001 0.01 0.30 -1104.0 944.0 0.00000 0.0001 0.0001 0.01 0.30 -1424.0 1104.0 0.00000 0.0001 0.0001 0.01 0.30 -1104.0 1104.0 0.00000 0.0001 0.0001 0.01 0.30 1
-1520.0 1008.0 0.00000 0.0001 0.0001 0.05 0.35 -1424.0 1008.0 0.00000 0.0001 0.0001 0.05 0.35 -1520.0 1104.0 0.00000 0.0001 0.0001 0.05 0.35 -1424.0 1104.0 0.00000 0.0001 0.0001 0.05 0.35 1
-1424.0 784.0 0.00000 0.0001 0.0001 0.09 0.40 -896.0 784.0 0.00000 0.0001 0.0001 0.09 0.40 -1424.0 944.0 0.00000 0.0001 0.0001 0.09 0.40 -896.0 944.0 0.00000 0.0001 0.0001 0.09 0.40 1
-1488.0 560.0 0.00000 0.0001 0.0001 0.13 0.45 -896.0 560.0 0.00000 0.0001 0.0001 0.13 0.45 -1488.0 784.0 0.00000 0.0001 0.0001 0.13 0.45 -896.0 784.0 0.00000 0.0001 0.0001 0.13 0.45 1
-1536.0 560.0 0.00000 0.0001 0.0001 0.17 0.50 -1488.0 560.0 0.00000 0.0001 0.0001 0.17 0.50 -1536.0 672.0 0.00000 0.0001 0.0001 0.17 0.50 -1488.0 672.0 0.00000 0.0001 0.0001 0.17 0.50 1
-896.0 208.0 0.00000 0.0001 0.0001 0.21 0.55 -768.0 208.0 0.00000 0.0001 0.0001 0.21 0.55 -896.0 732.0 0.00000 0.0001 0.0001 0.21 0.55 -768.0 732.0 0.00000 0.0001 0.0001 0.21 0.55 1
-1600.0 208.0 0.00000 0.0001 0.0001 0.24 0.60 -896.0 208.0 0.00000 0.0001 0.0001 0.24 0.60 -1600.0 560.0 0.00000 0.0001 0.0001 0.24 0.60 -896.0 560.0 0.00000 0.0001 0.0001 0.24 0.60 1
-992.0 -144.0 0.00000 0.0001 0.0001 0.28 0.65 -912.0 -144.0 0.00000 0.0001 0.0001 0.28 0.65 -992.0 208.0 0.00000 0.0001 0.0001 0.28 0.65 -912.0 208.0 0.00000 0.0001 0.0001 0.28 0.65 1
-1748.0 -816.0 0.00000 0.0001 0.0001 0.32 0.70 -1180.0 -816.0 0.00000 0.0001 0.0001 0.32 0.70 -1748.0 -592.0 0.00000 0.0001 0.0001 0.32 0.70 -1180.0 -592.0 0.00000 0.0001 0.0001 0.32 0.70 1
